Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,NEW_SMILES
CHEMBL1964442,,0,246.22,0,1.45,SID49825935,O=C(N/N=C/c1ccoc1)c1cc(O)cc(O)c1,IC50,'=',7090.0,nM,5.15,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(NN=Cc1ccoc1)c1cc(O)cc(O)c1
CHEMBL1423709,,0,343.38,0,1.99,SID26726320,Cn1cccc1/C=C1/C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O,IC50,'=',3550.0,nM,5.45,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cn1cccc1C=C1C(=O)NC(=S)N(Cc2ccc(F)cc2)C1=O
CHEMBL583555,,0,287.37,0,4.44,SID24817344,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1ccc2cc3c(=N)c4c(C)ccc(C)c4[nH]c3nc2c1
CHEMBL1310120,,0,255.07,0,2.89,SID17514101,CC1=C/C(=C\c2ccc(Br)o2)C(=O)O1,IC50,'=',4990.0,nM,5.3,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CC1=CC(=Cc2ccc(Br)o2)C(=O)O1
CHEMBL4205373,,0,504.68,2,5.71,26,COc1cc2c(NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',234.0,nM,6.63,,,UO_0000065,13.14,0.24,0.92,10.53,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CC4CCC(C3)N4C)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4210432,,0,464.61,0,4.88,30,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',645.0,nM,6.19,,,UO_0000065,13.32,0.25,1.31,8.37,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(O)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4203186,,0,473.62,1,5.05,33,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',588.0,nM,6.23,,,UO_0000065,13.16,0.24,1.18,8.03,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(C#N)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4588797,,0,408.44,1,-0.96,19; CN-SAH,N#Cc1cn([C@@H]2O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]2O)c2ncnc(N)c12,IC50,'=',150.0,nM,6.82,,,UO_0000065,16.71,0.33,7.78,3.53,0,CHEMBL4479553,Inhibition of DNMT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477246,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,,N#Cc1cn(C2OC(CSCCC(N)C(=O)O)C(O)C2O)c2[nH]cnc(=N)c12
CHEMBL1235825,,0,381.39,1,-2.24,"7, aza-AdoMet",CN(CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'=',302000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2019574,Inhibition of human Dnmt1 using oligonucleotide 2 as substrate after 5000 sec by micro plate reader based real-time break-light assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016468,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,None,,CN(CCC(N)C(=O)O)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O
CHEMBL2018855,,0,527.61,2,0.59,13,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(CCc2csc3ccccc23)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',132000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2019574,Inhibition of human Dnmt1 using oligonucleotide 2 as substrate after 5000 sec by micro plate reader based real-time break-light assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2016468,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,None,,N=c1[nH]cnc2c1ncn2C1OC(CN(CCc2csc3ccccc23)CCC(N)C(=O)O)C(O)C1O
CHEMBL83747,PSAMMAPLIN A,0,664.4,2,3.68,11c,O=C(NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O)/C(Cc1ccc(O)c(Br)c1)=N/O,IC50,'=',18.6,nM,7.73,,,UO_0000065,11.64,0.29,4.05,4.72,0,CHEMBL2050446,Inhibition of semi-purified DNMT1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046381,1,Scientific Literature,J. Med. Chem.,2012.0,None,,O=C(NCCSSCCNC(=O)C(Cc1ccc(O)c(Br)c1)=NO)C(Cc1ccc(O)c(Br)c1)=NO
CHEMBL1397916,,0,323.33,0,2.69,SID56317574,O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1,IC50,'=',13900.0,nM,4.86,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1
CHEMBL1612983,,0,505.0,2,5.23,SID17512463,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)c(C)n1-c1sc2c(c1C#N)CCCC2,IC50,'=',9520.0,nM,5.02,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,C=c1c(=Cc2c(O)[nH]c(=O)n(-c3ccc(Cl)cc3)c2=O)cc(C)n1-c1sc2c(c1C#N)CCCC2
CHEMBL1533230,,0,296.39,0,-1.11,SID14742465,CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO,IC50,'=',3600.0,nM,5.44,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO
CHEMBL1904582,,0,439.58,1,5.79,SID99356104,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O,IC50,'=',9650.0,nM,5.01,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O
CHEMBL1701761,,0,176.12,0,-2.81,SID93576866,O=CC(O)C1OC(=O)C(O)C1O,IC50,'=',14400.0,nM,4.84,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,OCC(O)c1oc(O)c(O)c1O
CHEMBL4206035,,0,518.7,2,5.96,17,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',140.0,nM,6.85,,,UO_0000065,13.21,0.25,0.89,10.88,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4204482,,0,546.76,2,6.74,18,COc1cc2c(NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',211.0,nM,6.68,,,UO_0000065,12.21,0.23,-0.06,10.6,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL2171169,,0,540.67,1,2.25,FED1,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'=',2.9,nM,8.54,,,UO_0000065,15.79,0.3,6.29,5.22,0,CHEMBL4479553,Inhibition of DNMT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477246,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cnc3c(=N)[nH]cnc32)C(O)C1O
CHEMBL1571682,,0,386.88,0,3.13,SID26662576,CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O.Cl,IC50,'=',6860.0,nM,5.16,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCN(CC)CCC(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O
CHEMBL1975801,,0,543.0,1,2.92,SID47195252,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1,IC50,'=',10200.0,nM,4.99,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1
CHEMBL1441143,,0,307.42,0,4.29,SID14724448,CCCCCCCCc1nnc(NC(=O)c2ccco2)s1,IC50,'=',42400.0,nM,4.37,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCCCCCCCc1n[nH]c(=NC(=O)c2ccco2)s1
CHEMBL1453126,,0,237.31,0,3.29,SID17431609,Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1cc(C)c2c(=N)c3cccc(C)c3[nH]c2n1
CHEMBL1317569,,0,344.37,0,1.64,SID85269372,CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1,IC50,'=',6090.0,nM,5.21,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CC(=O)c1cccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c1
CHEMBL1566994,,0,459.51,0,2.41,SID24780599,COc1cc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccco3)cc2)ncn1,IC50,'=',2920.0,nM,5.54,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COc1cc(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccco3)cc2)[nH]cn1
CHEMBL1560128,,0,421.45,0,3.25,SID26669939,CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O,IC50,'=',6990.0,nM,5.16,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1C(=O)O
CHEMBL1519992,,0,282.3,0,3.45,SID24834988,Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1,IC50,'=',18100.0,nM,4.74,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1
CHEMBL2007178,,0,452.26,0,4.45,SID26725822,O=C(O)c1ccc(-n2cccc2/C=N\NC(=O)c2cc3cc(Br)ccc3o2)cc1,IC50,'=',4360.0,nM,5.36,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(O)c1ccc(-n2cccc2C=NNC(=O)c2cc3cc(Br)ccc3o2)cc1
CHEMBL1501577,,0,426.29,0,3.04,SID24790923,COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,IC50,'=',3690.0,nM,5.43,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COC(=O)c1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1
CHEMBL1561729,,0,373.37,0,3.27,SID26725864,O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3ccccc3)C2=O)cc1,IC50,'=',3830.0,nM,5.42,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(O)c1ccc(-n2cccc2CC2=NC(=O)N(c3ccccc3)C2=O)cc1
CHEMBL1587837,,0,552.61,2,5.3,SID22409769,COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1,IC50,'=',6920.0,nM,5.16,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COc1ccc(NS(=O)(=O)c2ccc(O)c(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)c2)cc1
CHEMBL3414631,,0,284.27,0,1.09,15,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O,IC50,'=',20000.0,nM,4.7,,,UO_0000065,16.53,0.31,3.61,5.19,0,CHEMBL3418012,Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414469,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308860,,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O
CHEMBL3126651,,0,481.56,1,7.52,10,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,IC50,'=',33000.0,nM,4.48,,,UO_0000065,9.31,0.17,-3.04,5.68,0,CHEMBL3129169,Inhibition of human N-terminal 600 residues-deleted DNMT1 using hemimethylated (GAC)12 as substrate preincubated for 5 mins followed by substrate addition measured after 15 mins by liquid scintillation counting analysis in presence of [methyl-3H]-AdoMet,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124813,1,Scientific Literature,J. Med. Chem.,2014.0,None,,O=C(Nc1ccc(N=c2cc[nH]c3ccccc23)cc1)c1ccc(N=c2cc[nH]c3ccccc23)cc1
CHEMBL1469245,,0,469.52,0,3.45,SID24791484,COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2,IC50,'=',3350.0,nM,5.47,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COC(=O)c1c(NC(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)sc2c1CCCCC2
CHEMBL1485277,,0,484.49,0,3.94,SID85270305,CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1,IC50,'=',5780.0,nM,5.24,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCOc1ccc(C=NNc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc1
CHEMBL1480378,,0,388.47,0,2.83,SID7973270,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,IC50,'=',9160.0,nM,5.04,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1
CHEMBL1521144,,0,396.86,0,4.15,SID4251608,O=C(CSc1nc(O)c2cnn(-c3ccccc3)c2n1)c1ccc(Cl)cc1,IC50,'=',9120.0,nM,5.04,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(CSc1nc(=O)c2cnn(-c3ccccc3)c2[nH]1)c1ccc(Cl)cc1
CHEMBL1464280,,0,410.47,0,1.95,SID26725192,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C2(C)CC2)C3)c1,IC50,'=',1450.0,nM,5.84,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C2(C)CC2)C3)c1
